Date,Start_destination,End_destination,Am_timings,Midday_timings,Evening_timings,Mid_nigh_timings
2021-10-07,Kumara Park East,S.Medihalli,19,34,27,23
2021-04-11,Bilekahalli,Ananth Nagar Phase 2,12,26,29,13
2022-01-05,Taralu,Panduranga Nagar,12,38,25,19
2020-07-21,Sadaramangala,Vasanthapura,13,32,27,11
2020-09-29,Venkateshpuram,Nagavara,12,31,29,27
2020-05-29,Chickpet,Krishnappa Garden,20,25,30,11
2021-05-22,Muthkur,Valepura,17,37,30,25
2020-10-16,Malur-Hosur Road,Richmond Road,19,36,25,26
2022-03-28,Lakkasandra Extension,Richmond Town,13,32,25,13
2020-04-24,Marsandra-Anagalapura,Nagarur,14,27,25,24
2021-12-27,Peenya 2nd Stage,Raja Ram Mohanroy Extension,18,35,26,19
2020-07-06,Kalyan Nagar,Ramanjaneyanagar,15,27,26,17
2022-04-11,P&T Layout-Thanisandra,Uttarahalli,16,29,27,19
2020-05-29,Chikkalasandra,Kothanoor,16,26,27,17
2021-10-30,Parimala Nagar,Nyanappana Halli,17,35,25,18
2021-06-28,Ullal Main Road,NS Palya,15,39,26,18
2021-09-14,Outer Ring Road,Magrath Road,17,38,25,13
2021-01-23,Ravuthanahalli,Kumbalgodu Industrial Area,17,27,26,20
2021-09-19,NGR Layout,Kurubarahalli,17,40,28,28
2021-07-17,Medaralli,NS Palya,18,32,30,16
2021-09-11,Maligondanahalli,Totagere,15,31,28,19
2021-11-13,RHB Colony,Peenya 1st Stage,15,28,29,24
2021-07-06,RPC Layout,Poorna Pragna Layout,12,39,30,27
2020-10-30,Belathur Main Road,Subbannaiah Palya,16,33,27,21
2021-06-30,New BEL Road,Lavelle Road,17,25,25,19
2022-03-25,Konanakunte,Vinayaka Nagar-Vimanapura,12,34,29,20
2021-04-28,S.Medihalli,Patel Muniyappa Layout,20,35,30,16
2020-04-18,AGS Layout,Suryanagar,15,32,25,26
2020-08-10,Attibele Industrial Area,Richmond Town,12,39,25,25
2021-04-25,Venkatadri Layout,Nehru Nagar,19,35,29,14
2021-01-31,Jnana Ganga Nagar,Jaya Chamarajendra Nagar,18,34,27,13
2021-08-09,Andrahalli Main Road,Vidyamanya Nagar,15,37,28,13
2021-08-21,Ullalu Upanagara,Anekal,15,36,25,17
2020-04-18,Koramangala 6th Block,Outer Ring Road,14,26,27,24
2021-07-19,Annaiah Reddy Layout-JP Nagar,Papanahalli,19,35,29,26
2021-04-11,Thirumalashettyhally,Virupakshapura,16,40,25,12
2022-03-18,Krishnasagara,Madappanahalli,19,39,26,27
2020-03-04,Thammasettihalli,Suggatta,14,31,30,20
2022-05-02,Thammasettihalli,Vijaya Nagar,19,32,26,23
2020-07-24,Patel Narayanswamy Layout,Uttarahalli Main Road,12,35,30,22
2021-08-24,Jalahalli East,Vaderahalli,18,40,28,17
2021-05-06,Majestic,Vittasandra,14,38,29,27
2021-03-12,Nagarabhavi,Vignana Nagar,16,34,28,30
2020-07-03,Lakkasandra Extension,Arabic College,19,34,25,13
2022-05-31,Marathahalli-Sarjapur Outer Ring Road,Mosque Road,16,30,26,24
2022-01-04,Nagavarapalya,Machohalli,13,33,26,25
2020-03-04,Jeevanbheema Nagar,Annapurneswari Layout,18,40,25,22
2020-08-31,Ashraya Layout,Pattanagere,14,30,29,11
2021-05-26,Parappana Agrahara,Williams Town,13,28,29,17
2021-07-31,Nagenahalli,Residency Road,20,32,29,13
2021-01-03,Jalahalli East,Navodaya Nagar,14,38,26,11
2022-04-04,Papareddipalya,Old Airport Road,15,32,28,24
2021-09-15,Peenya,Aga Abbas Ali Road,18,26,26,30
2020-10-16,Mandur,National Highway 207,19,39,25,24
2020-04-24,Mittaganahalli,Rajaji Nagar 1st Stage,12,28,26,16
2021-11-07,Rajaji Nagar,Nobo Nagar,20,37,27,16
2022-05-29,Devarachikkanahalli,Annapurneshwari Nagar,19,30,26,18
2021-11-26,Marathahalli,Agram-Domlur,18,38,27,26
2021-04-27,Brookefield,Muneshwara Layout,12,40,29,16
2020-03-29,Mahaganapathi Nagar,St. Johns Road,14,40,30,14
2021-12-21,Belatur,Ejipura,19,38,27,23
2020-11-03,Hennur,Ullal Main Road,20,36,28,27
2022-02-21,Ajjagondahalli,Ambalipura Sarjapur Road,14,26,28,29
2022-01-26,Varanasi Main Road,Thyagaraja Nagar,19,28,28,11
2020-08-01,Kumbiganahalli,Akshayanagar,13,29,30,20
2020-09-25,Annaiah Reddy Layout-JP Nagar,Yettakodi,12,31,25,11
2021-08-06,Yadava Upanagara,kaikondrahalli,18,28,30,25
2022-03-17,Teacher’s Colony,Kuthaganahalli,15,35,26,29
2022-01-18,AMS Layout,Padmanabha Nagar,20,34,28,13
2021-04-03,Sahakara Nagar,Nanda Kumar Layout,18,34,26,17
2021-01-15,Syndicate Bank Colony-Arekere,Mariyappana Palya,20,29,26,27
2021-12-11,S K Garden,Agrahara Badavane,14,39,27,28
2022-02-15,Saptagiri Layout-RR Nagar,Anjanapura 2nd block,16,32,26,10
2021-07-25,HSR Layout,Sakalavara,14,34,25,22
2020-05-04,Kuduregere-Soladevanahalli,Thavarekere-Magadi Road,19,35,25,23
2021-10-21,Sunny Layout,Reshme Nagara,17,33,26,26
2020-08-02,Maralakunte,National Highway 207,12,39,27,17
2020-10-10,AECS Layout – A Block,Cox Town,18,25,26,26
2022-04-24,Richmond Road,Vabasandra,19,38,29,23
2020-09-30,Amaravathi Layout-Peenya,Srirampura,20,34,30,28
2020-11-04,Aga Abbas Ali Road,Om Shakti Layout,18,30,27,13
2020-07-21,MEI Colony,New Timberyard Layout,12,29,27,16
2021-02-09,Yediyur,Ramsandra,18,25,28,11
2020-08-27,Milk Colony,New Gurappana Palya,14,38,26,17
2021-02-22,Residency Road,Attur Layout,14,40,29,28
2022-05-09,Kurubarahalli,Ajjagondahalli,14,34,27,16
2020-02-06,St Marks Road,Agram-Domlur,16,37,27,23
2021-03-17,Shivaji Nagar,Thammasettihalli,14,40,27,30
2021-07-28,Krishnasagara,Udaypura,17,26,26,30
2021-02-06,Richards Town,Sahakara Nagar,17,38,30,18
2021-12-07,Pai Layout,Malleshpalya,19,32,27,13
2020-08-31,Amaravathi Layout-Peenya,Thimappa Reddy Layout,17,40,27,22
2020-06-02,Mahalakshmi Layout,Tavarekere-BTM,19,35,28,28
2020-05-19,Venkateshwara Layout,Guttahalli,19,28,26,16
2022-03-28,Malur-Hosur Road,Soundarya Layout,16,39,27,12
2020-02-27,Madanayakahalli,Thondebavi,15,33,27,27
2021-06-04,Manchenahalli,Kodigehalli,20,28,26,11
2021-09-18,Razack Palya,Pavamanapura,18,31,28,27
2021-10-27,Anchepalya,Mahalakshmi Layout,16,32,30,25
2020-08-07,Punappa Layout,Navarathna Agrahara,20,33,28,22
2021-05-11,Kyalasanahalli,Narayana Nagar 3rd Block,13,27,30,14
2020-08-09,Mylanahalli,Peddanapalya,15,33,28,17
2020-10-11,Anekal – Hosur Road,Mahaganapathi Nagar,16,35,29,30
2021-08-13,Kundalahalli,Thirumenahalli,17,33,27,20
2021-06-02,R.K. Hegde Nagar,Ramamurthy Nagar,19,32,29,25
2020-09-21,Jalahalli West,Kumbalgodu Industrial Area,20,36,25,25
2021-01-06,NGEF Layout,Nayanda Halli,18,28,27,30
2020-06-27,Thattekuppe,Maruthi Sevanagar,13,34,27,25
2020-05-01,Nandi Durg Road,Vishwanathpura,14,25,28,25
2021-07-31,National Highway 207,Ramchandrapuram,12,29,25,28
2021-06-04,AECS Layout – B Block,Dasarahalli Hebbal,14,29,29,24
2021-12-21,Bidadi,Wilson Garden,19,28,28,25
2021-01-31,Lavelle Road,Mariyannapalya,19,34,30,10
2020-08-23,Mylanahalli,Mukthi Nagar,12,30,26,13
2022-04-12,Narasipalya,Madavara,20,38,29,12
2020-05-29,Pai Layout,Madeshwara Nagar,17,40,29,16
2021-02-28,Benson Town,Jaya Chamarajendra Nagar,15,28,27,14
2022-03-24,Hegde Nagar,Yadavanahalli,19,33,26,10
2020-09-06,Udaypura,Varthur Kodi,14,38,27,11
2021-04-06,Pramod Layout,Nyanappana Halli,16,25,25,16
2020-10-09,Ramsandra,Mission Road,19,30,29,16
2021-07-25,Panduranga Nagar,Ambalipura Sarjapur Road,19,27,30,12
2020-10-04,Jalahalli East,HSR Layout,17,30,25,21
2021-05-29,Kumbalgodu Industrial Area,PNB Layout,16,28,30,11
2021-05-29,Sunkadakatte,Tilak Nagar,19,35,28,22
2021-10-28,Prakash Layout,Arehalli,15,38,27,22
2021-03-20,Navarathna Agrahara,Priyadarshini Layout,15,36,25,15
2021-08-21,Vijaya Nagar,Pattandur Agrahara,19,27,28,17
2020-10-28,S K Garden,Off Bannerghatta Road,18,38,25,17
2021-05-04,Amrita Nagar,SMV Layout,20,32,28,28
2021-01-08,Vijaya Bank Colony,Thirumenahalli,20,27,28,29
2022-05-11,MLA Layout,Sadaramangala,19,28,27,26
2020-03-28,OMBR Layout,Ashraya Layout,14,28,27,27
2021-02-20,Taralu,Richmond Road,16,36,30,22
2021-06-29,Lakshmipura,Naganathapura,15,28,30,12
2022-01-30,Alfa Gardens,Annasandrapalya Extension,16,35,30,25
2020-04-08,Bannerghatta Road,Jalahalli West,20,35,25,21
2021-10-28,Raghuvanahalli,MG Road,13,34,30,25
2021-05-16,Rajaji Nagar 1st Stage,NGR Layout,13,36,29,17
2020-02-18,RK Township,Sarjapur,15,37,25,26
2020-03-07,Nehru Nagar,Kukkanahalli,20,34,27,30
2020-04-25,Nagarabhavi 2nd Stage,Austin Town,19,32,25,20
2020-06-16,Narayanapura,Kempegowda Nagar,15,26,30,10
2020-07-11,Madanayakahalli,Vaishnavi Layout,15,38,26,17
2020-07-25,Wilson Garden,Belathur Main Road,18,39,25,16
2021-03-20,Vinayaka Nagar-Vimanapura,A Dasarahalli,12,33,27,28
2022-02-13,Kumara Park West,Nagarabhavi,15,29,26,14
2022-03-31,Kurudusonnenahalli,Thirumalashettyhally,20,32,25,15
2022-02-10,Uttarahalli,Lake City,12,32,27,25
2021-07-09,Raghavendra Nagar-Kalkere,P and T Layout-Ramamurthy Nagar,20,33,30,16
2020-04-25,Vishwanathpura,Rukmini Nagar,15,30,28,25
2021-04-06,Narayana Nagar 2nd Block,Royal County,12,25,30,24
2021-03-29,Vaddarapalya,Thirumenahalli,13,40,29,16
2021-03-29,Attiguppe,Tharahunise,18,28,30,17
2020-06-22,Sundara Nagar,Kanakapura Road,19,39,27,17
2020-04-02,Saptagiri Layout-RR Nagar,Kumaraswamy Layout,14,26,29,13
2021-01-28,Dommasandra,Raghavendra Nagar-Kalkere,16,33,26,19
2021-01-17,Mathrushree Layout,West Of Chord Road,15,31,27,10
2020-07-09,Kasavanahalli,Valepura,16,36,26,11
2020-05-17,Madanayakahalli,Vignana Nagar,19,30,30,21
2021-02-28,Riches Garden Main Road,Lalbagh Road,14,32,28,16
2021-07-26,Krishnappa Garden,Kodihalli,12,37,25,25
2022-05-11,Teacher’s Colony,Manjunath Nagar,14,38,26,15
2021-07-23,Maralakunte,Tannery Road,19,30,30,16
2021-10-13,Srirampura,Srinivasnagar,13,32,28,23
2021-01-04,Lake City,Thambuchetty Palya,13,40,29,13
2021-12-25,NICE Road,Anandapura,20,34,30,26
2022-03-29,Vijayapura,Naraganahalli,15,33,28,19
2021-06-11,Subramanyapura Main Road,AECS Layout – C Block,12,39,30,21
2020-08-05,Mundur,Guttahalli,17,36,26,26
2020-05-31,Madavara,Thanisandra Main Road,15,30,29,24
2021-05-08,Palanahalli,New BEL Road,18,39,25,23
2020-03-07,Hombegowda Nagar,Kodigehalli,14,39,27,20
2020-12-10,Koramangala 6th Block,Uttarahalli Main Road,14,33,28,25
2021-04-29,Kasavanahalli,Sundara Nagar,13,30,26,19
2021-03-18,Brookefield,Malleshpalya,14,39,25,17
2020-06-24,Chandapura,Kumaraswamy Layout,13,34,25,13
2021-05-02,Yekadantha Layout,Talacauvery Layout,18,35,29,12
2021-12-02,Anjanapura 11th Block,Samruddi Layout,15,35,25,27
2020-05-26,Nagashetty Halli,Minerva Circle,16,40,28,19
2020-09-13,Pai Layout,Maruthi Nagar,17,37,30,29
2020-07-24,Peenya 3rd Stage,Mudalapalya,19,26,27,16
2022-04-05,Ayappa Garden-Adugodi,Naidu Layout,13,38,26,28
2020-09-15,Rayasandra,RK Township,17,39,29,12
2020-03-20,Hongasandra,AECS Layout – C Block,15,36,25,24
2020-12-05,Thurahalli,Yelahanka Airforce Road,16,36,25,27
2022-01-19,Vishwapriya Nagar,Devinagar,15,27,28,22
2021-01-10,CV Raman Nagar,Yettakodi,15,30,30,24
2021-02-15,Agrahara-Yelahanka,Bidadi,15,34,25,13
2021-03-05,Suryanagar,Tatanagar,15,30,26,13
2020-12-31,Peenya 2nd Stage,Vignana Nagar,20,34,28,23
2021-03-01,Lakkondally,Meenakunte,12,35,26,12
2020-08-24,Muthkur,Vijinapura,14,27,28,24
2020-04-10,Udaypura,Richards Town,12,38,27,24
2020-11-22,Gottigere,West Of Chord Road,20,31,30,17
2021-10-14,Saptagiri Layout-RR Nagar,Arabic College,18,34,30,27
2022-03-12,Marathahalli ORR,Thimappa Reddy Layout,12,39,26,20
2020-02-06,Sunkalpalya,Yekadantha Layout,15,36,26,25
2021-03-30,Agrahara-Yelahanka,Jnana Ganga Nagar,14,30,28,13
2020-02-06,Kadubeesanahalli,New Timberyard Layout,14,25,25,16
2021-12-08,M Hosahalli,Srinivasnagar,16,27,27,11
2021-07-07,Bannerghatta,Vishwapriya Nagar,13,33,30,30
2020-03-14,Agrahara Badavane,Arasanahalli,15,37,28,13
2021-01-19,Wilson Garden,Domlur,15,30,25,28
2020-09-26,Agrahara Badavane,Dommasandra,20,27,25,24
2020-04-11,Ranka Colony,Panathur,13,32,26,14
2020-11-28,Maragondanahalli-Electronic City,Rotary Nagar,13,35,25,16
2021-01-18,Aduru-Aavalahalli,Marenahalli,15,37,28,22
2021-06-20,Ashta Laxmi Layout,Bellandur Outer Ring Road,17,31,26,22
2021-10-09,Kumbena Agrahara,Vaderamanchana Halli,13,32,28,12
2020-12-17,Kumbalgodu,Achit Nagar,14,34,28,24
2021-03-26,Banashankari,Sarjapur,18,38,25,15
2022-02-23,MG Road,Thirumalashettyhally,18,30,28,29
2022-02-08,Maligondanahalli,Thanisandra Main Road,12,33,28,27
2022-05-30,Vibhutipura,Addiganahalli,17,25,28,18
2021-01-20,Richmond Road,Maruthi Nagar Yelahanka,13,25,28,14
2021-02-11,Vaddarapalya,Madhava Nagar,12,32,26,28
2021-10-23,Adarsh Nagar-Nelamangala,Narasapura Industrial Road,14,25,25,24
2021-11-28,Ashirvad Colony,Suddagunte Palya,19,30,26,30
2020-08-25,Vishweshwarapura,Sadenahalli,13,37,27,23
2021-01-11,Virupakshapura,Belatur,15,25,30,10
2021-05-14,Laljinagar,Thondebavi,19,30,26,19
2022-01-06,Bachappa Layout,Lottegollahalli,13,30,29,21
2020-10-09,Vasantha Vallabha Nagar,Old Byappanahalli,19,28,27,10
2021-08-21,Sampigehalli,Visthar,15,37,29,16
2020-11-10,Peddanapalya,Gottigere,15,29,26,13
2021-06-14,Vivekananda Nagar,Maruthi Nagar,14,26,30,25
2021-12-13,AECS Layout – C Block,Mundur,16,38,28,13
2021-06-21,Vinayaka Nagar-Vimanapura,Mittaganahalli,13,37,25,25
2021-08-07,Yelachenahalli,Okalipuram,13,33,28,29
2020-06-08,Tharahunise,Horamavu,14,40,29,24
2020-03-18,Lottegollahalli,Kuduragere-Bettahalasur,16,30,27,13
2021-05-05,Nagdevanahalli,Nagasandra,20,39,30,20
2021-11-30,Manorayana Palya,Koramangala 4th Block,19,40,27,29
2020-11-26,Pavamanapura,RPC Layout,12,37,28,28
2020-06-24,Vaderamanchana Halli,Sahakara Nagar,13,38,26,21
2020-04-26,Rajaji Nagar,A Narayanapura,13,31,29,29
2021-06-29,Manjunath Nagar,Nirman Layout,12,28,29,14
2021-02-25,Malle Nalsandra,Anekal Thally Road,12,35,27,18
2022-02-26,Nellukunte,AMCO Colony,15,28,28,15
2020-11-13,Rajanukunte,Lakshmamma Layout,14,31,30,20
2020-10-09,Chansandra,Royal County,17,40,30,10
2021-09-07,Rajaji Nagar,Bapuji Nagar,12,33,27,24
2020-12-24,Jalahalli East,NRI Layout,15,34,27,11
2020-02-22,Lakkondally,MEI Colony,20,39,30,23
2020-03-18,Ulsoor,Vignana Kendra,18,37,28,30
2020-05-17,RKM Layout,Sunkalpalya,12,35,28,23
2021-04-21,Annasandrapalya Extension,Pillahalli,13,30,25,22
2020-12-29,Thimappa Reddy Layout,Kottigepalya,20,32,28,10
2021-10-12,Jayamahal,V Nagenahalli,19,37,30,22
2021-12-05,Marathahalli-Sarjapur Outer Ring Road,Vadarpalya,12,27,30,29
2022-04-09,Rameshnagar,Anekal Thally Road,15,38,29,29
2020-03-18,Rajvi Nagar,Nallurhalli,17,35,28,20
2020-07-27,Nagenahalli,Malleshwaram,13,32,27,29
2021-10-04,Teacher’s Colony,Pampamahakavi Road,18,32,25,14
2020-08-12,Yelanahalli,Krishnasagara,14,38,27,27
2020-07-09,Benson Town,Vaderahalli,14,37,29,29
2020-08-26,Rukmani Colony,M Hosahalli,14,28,29,23
2020-03-03,Neraluru,Aga Abbas Ali Road,18,34,30,22
2020-07-26,Vibhutipura,Devarachikkanahalli,18,39,25,19
2022-01-25,Papanahalli,Azad Nagar,18,34,26,14
2020-05-24,Thondebavi,P&T Layout-Thanisandra,13,32,29,22
2021-02-22,Bommenahalli,Ambedkar Veedhi,12,35,30,25
2021-04-03,Yeshwanthpur,Basapura,18,30,25,12
2020-09-26,Venkatagiri Kote,Jayanagar,17,25,30,18
2020-08-18,Benson Town,Attibele Industrial Area,12,29,26,21
2021-01-14,Chikkalasandra,Seshadripuram,14,34,27,29
2021-12-12,Taralu,Annasandrapalya Extension,13,30,28,20
2021-04-11,Nandi Hills,Nallurhalli,13,34,26,23
2021-04-01,Vivekananda Nagar,Anekal,12,38,30,14
2020-03-17,Tavarekere-BTM Layout,Bellandur Outer Ring Road,16,34,26,29
2020-05-05,MG Road,Rampura,18,32,29,22
2021-12-07,Sanchar Nagar MCECHS Layout,Mahadeva Kodigehalli,14,33,28,18
2021-09-25,Ayappa Garden-Adugodi,Narayana Nagar 3rd Block,18,33,26,23
2021-07-05,Doddabommasandra,Ramachandrapuram,17,30,29,14
2022-05-25,Sadguru Layout,Mico Layout,17,31,30,13
2022-04-25,Santhosh Nagar,Kuthaganahalli,16,27,30,25
2021-09-19,Yediyur,Sadenahalli,16,28,27,19
2022-01-17,Thammasettihalli,Bannerghatta,13,29,27,28
2022-02-08,Mariyannapalya,SMV Layout,13,40,25,16
2022-05-24,Cooke Town,A Narayanapura,16,35,27,14
2021-01-04,AECS Layout – C Block,Yelahanka New Town,13,29,26,11
2021-10-04,MC Layout,Puttenahalli,12,37,30,24
2021-04-23,Abbigere,Lakshmipura,18,33,29,10
2021-02-23,Pragathi Nagar,New Gurappana Palya,14,30,26,14
2020-09-20,Battarahalli,Vagata,16,29,29,25
2020-12-04,Sadaramangala,Sadaramangala,19,36,29,29
2021-05-10,Madeshwara Nagar,Matadahalli,17,28,25,24
2020-05-23,Alur,Museum Road,17,26,30,12
2020-03-08,Okalipuram,Hegde Nagar,19,35,27,29
2022-05-06,Vabasandra,Navarathna Agrahara,13,33,27,15
2021-06-07,Kumbena Agrahara,Yelahanka,18,27,27,23
2020-11-05,Narayana Nagar 2nd Block,Thammasettihalli,16,34,26,29
2020-03-12,Thyagaraja Nagar,Tannery Road,20,33,28,10
2021-07-05,Nyanappana Halli,Sampige Layout,14,33,25,21
2021-04-10,Vinayakanagar-Hebbal,Sulivara,18,27,26,18
2021-07-26,Tharahunise,Thyagaraja Nagar 2nd Block,12,37,26,20
2022-05-14,Frazer Town,Koramangala 8th Block,18,40,25,22
2021-01-31,Padmeshwari Nagar,Outer Ring Road-Banaswadi,19,33,27,10
2020-10-22,Talaghattapura,Victoria Layout,14,36,28,11
2021-12-12,Langford Gardens,Richmond Town,17,36,26,12
2021-11-25,MTS Layout,Peenya 1st Stage,12,38,25,11
2020-12-08,Meesaganahalli,Remco Layout,13,31,28,18
2020-08-02,Ramohalli,AMCO Colony,12,25,28,15
2021-10-14,Agrahara-Yelahanka,Amarjyothi Layout-Domlur,15,27,30,21
2020-02-06,Venkatadri Layout,Kumara Park West,20,33,26,10
2021-09-23,Nelamangala,Sulivara,17,35,30,18
2022-03-22,Maruthi Nagar,Srinidhi Layout,19,29,28,21
2020-07-31,Averahalli,Mullur,19,28,26,19
2022-03-09,Makali,RK Township,13,33,30,26
2020-05-26,RMV 2nd Stage,R.K. Hegde Nagar,16,25,30,29
2020-10-17,Paradise Colony,NRI Layout,15,36,30,21
2020-05-21,Srinivagilu,Laljinagar,20,33,30,12
2020-10-17,Maruthi Extension,Srinivagilu,18,35,28,23
2020-02-17,Achit Nagar,Vidyanagar,16,29,29,11
2020-10-02,Arabic College,Subramanyanagar,18,38,28,27
2020-07-10,Veersandra,Vijayashri Layout,13,25,25,23
2021-09-23,Mahadevapura,Nagondanahalli,12,33,27,20
2022-03-06,Laggere Bridge,Pattegarhpalya,13,35,25,25
2021-03-04,MCECHS Layout,Maralakunte,16,37,27,28
2021-05-13,Varanasi Main Road,Sampige Layout,13,34,29,23
2021-05-04,Uttarahalli,Cox Town,17,26,26,27
2021-08-07,Madhavan Park,Tavarekere-BTM Layout,15,27,28,20
2020-12-12,Laggere,RK Township,19,32,28,13
2020-04-28,Jalahalli East,Amruthnagar,19,38,26,25
2021-05-06,Ramanjaneyanagar,Nandini Layout,15,29,26,26
2022-02-07,Tatanagar,Agrahara Badavane,20,33,25,13
2021-02-20,Laggere,Rajaji Nagar 1st Stage,18,35,29,20
2022-02-09,Palanahalli,Padmeshwari Nagar,14,32,29,24
2021-05-07,Thimmapura,Nisarga layout,19,26,26,22
2021-01-31,Maligondanahalli,Ullalu Upanagara,12,40,29,16
2020-10-29,Remco Layout,Tejaswini Nagar,19,29,29,15
2021-03-11,Vignana Kendra,Razack Palya,19,39,27,21
2020-03-06,Kengeri,Ulsoor,13,30,29,15
2021-06-18,Narasapura,Aduru-Anekal,14,40,27,14
2021-08-31,Yerappanahalli,B Narayanapura,17,31,29,14
2021-11-24,Kuduregere-Soladevanahalli,Nagapura,20,30,27,17
2020-03-10,Dommasandra,Kuduragere-Bettahalasur,17,39,27,17
2020-10-19,Vignana Kendra,BTM Layout,17,32,25,12
2022-05-09,Andrahalli,Magrath Road,14,34,28,13
2020-07-04,Aduru-Anekal,Kaval Byrasandra,14,40,27,14
2022-04-10,Muthkur,Narasimhaswamy Layout,13,28,28,22
2022-02-10,Poorna Pragna Layout,Laggere Road,20,38,27,28
2022-04-03,Adityanagar-Vidyaranyapura,Rustam Bagh Layout,19,33,25,25
2021-04-15,Tunganagara,Kumara Park West,18,35,29,20
2020-05-11,Kanakapura Road,Akshaya Nagar-Ramamurthy Nagar,16,31,27,20
2021-11-29,Residency Road,Nelakadiranahalli,18,29,28,29
2022-01-03,Sultanpete,Chickpet,15,29,25,14
2022-04-05,Bellahalli,Thondebavi,20,35,29,19
2020-02-22,Kothanoor,Ashok Nagar,15,34,25,25
2021-08-25,New Gurappana Palya,Peresandra,13,40,28,20
2022-05-28,Nelaguli,Old Madras Road,13,25,28,20
2020-03-04,Pai Layout,Pragathi Nagar,14,31,25,30
2020-12-24,Majestic,Annaiah Reddy Layout-JP Nagar,14,31,27,13
2020-02-07,Mathikere,Whitefield Road,13,33,25,14
2022-05-21,NS Palya,Akshayanagar,20,27,29,12
2021-04-03,Vignana Nagar,Frazer Town,12,30,27,30
2021-04-03,Laggere Bridge,Jaya Chamarajendra Nagar,19,28,29,17
2021-12-23,Amruthnagar,Koti Hosahalli,14,29,25,24
2020-02-17,Vishweshwaraiah Layout,Bilekahalli,18,29,26,30
2021-07-08,Nandini Layout,Kudlu,16,26,25,29
2020-07-11,Allalasandra,Pothalappa Garden,19,34,28,21
2021-08-23,Nagarabhavi 2nd Stage,Muddenahalli,15,27,30,23
2020-04-09,Hoskote,Muddinapalya,19,27,25,14
2020-11-13,Sahakara Nagar,Uttarahalli,19,36,26,18
2021-09-30,Race Course Road,Valepura,18,33,25,27
2021-05-13,Sadaramangala,Priyadarshini Layout,13,29,30,14
2020-10-19,Kodigehalli,Ramamurthy Nagar,15,27,29,12
2021-10-19,Lavelle Road,Srinidhi Layout,14,40,28,28
2020-10-01,Marathahalli-Sarjapur Outer Ring Road,Abbaiah Reddy Layout,16,30,29,14
2021-07-01,Off Sarjapur road,Whitefield Road,12,30,26,30
2021-03-22,Naraganahalli,Mico Layout,14,38,29,25
2020-02-28,Venkatapura,Bidrahalli,15,31,25,18
2020-12-23,Mission Road,Maruti Nagar-BTM Layout,12,31,26,21
2021-04-24,Kattigenahalli,Hongasandra,17,27,28,13
2021-02-13,Venkatapura,Pattandur Agrahara,14,29,28,10
2021-08-04,Krishnasagara,Outer Ring Road,12,38,27,11
2021-01-20,Visthar,Lingadheeranahalli,12,35,30,27
2020-10-05,Maruthi Extension,Ramohalli,18,37,28,26
2021-02-04,Annaiah Reddy Layout-JP Nagar,Anepalya,17,25,29,13
2021-10-04,Koramangala 3rd Block,Koramangala 5th Block,18,39,30,11
2021-12-24,Koramangala,Narayanapura,20,28,30,16
2020-06-25,NGEF Layout,Sadguru Layout,16,39,26,17
2021-06-10,Yelachenahalli,Maligondanahalli,14,25,26,25
2022-01-21,Koramangala 3rd Block,Tapsihalli,20,31,25,22
2020-04-02,AECS Layout – B Block,Whitefield,12,34,26,24
2020-11-27,Malagala,Atmananda Colony,13,40,26,30
2020-06-16,Koti Hosahalli,Lavelle Road,12,38,28,21
2021-03-21,Pulikeshi Nagar,Tunganagara,16,25,27,25
2020-12-11,Arabic College,Laggere,20,35,29,15
2022-02-13,Venkateshpuram,Avalahalli-Huskuru,19,30,26,30
2021-12-05,Wind Tunnel Road,Nagamuneshwara Layout,16,38,28,27
2020-04-27,Arasanahalli,Ashok Nagar,16,28,25,28
2021-10-16,Thindlu,Ramohalli,12,25,25,20
2021-06-23,Thavarekere-Magadi Road,RK Township,20,40,25,30
2021-10-15,Sadduguntepalya,Wind Tunnel Road,12,33,28,15
2020-04-19,Sai Colony,Krishnasagara,18,35,29,19
2021-12-12,Minhaj Nagar,Avenue Road,13,27,29,12
2021-08-20,Peenya 1st Stage,Rajeshwari Nagar,17,33,30,24
2021-03-08,Mullur,Pottery Town,14,36,30,14
2021-02-16,Langford Town,Vijayashri Layout,20,40,29,12
2020-07-15,Vaderamanchana Halli,Muddamma Garden Extension,16,35,28,29
2022-01-02,Yelanahalli,Talaghattapura,18,25,27,29
2022-05-16,Horamavu,Manchenahalli,15,33,27,18
2022-03-30,Nagarabhavi,Lingadheeranahalli,17,26,27,22
2022-03-24,Mavallipura,New Thippasan,19,32,28,15
2021-12-17,Aduru-Aavalahalli,Amarjyothi Layout-Domlur,17,38,27,30
2021-07-06,Subramanyanagar,Maruthi Nagar,16,36,28,22
2021-04-03,Nandi Hills,Jeevanbheema Nagar,12,26,28,20
